matrix,blob_area,blob_centroid_x,blob_centroid_y,blob_angle,label
"[[ 0.  1.  0.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",366.5,16.268303774442927,14.68258299226921,-63.43495178222656,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",527.0,15.629981024667932,16.152751423149905,90.0,0
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",507.0,15.055555555555554,15.823800131492439,90.0,0
"[[ 0.  1.  0.  0.]
 [ 0.  1.  0.  0.]
 [ 1.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",404.5,14.68397198187062,17.899052327976925,90.0,6
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  1.]]",367.5,15.14784580498866,16.197732426303855,90.0,2
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",345.0,14.632850241545892,14.713526570048307,90.0,1
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]]",333.5,17.67366316841579,13.373813093453272,90.0,7
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",492.0,15.357723577235772,15.435975609756097,86.6335391998291,8
"[[ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",326.0,16.387525562372186,14.443251533742332,90.0,7
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",461.5,16.06428313470567,15.862044059227157,90.0,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  1.]]",345.0,18.927053140096618,14.57294685990338,90.0,9
"[[ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",369.5,16.245376635092466,16.312133513757328,90.0,3
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",427.0,14.963309914129585,15.097189695550352,90.0,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",377.5,13.986754966887418,15.217660044150108,-83.9909896850586,1
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",530.0,14.71320754716981,15.476415094339623,90.0,0
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]]",390.0,17.028632478632478,12.689316239316238,90.0,7
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",389.0,15.681662382176519,15.77420736932305,90.0,3
"[[ 1.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",381.0,15.390201224846892,16.0336832895888,85.03025913238525,2
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  0.]]",340.0,17.300980392156863,14.233823529411765,82.5685920715332,3
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",358.5,16.626220362622036,15.982333798233379,90.0,3
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  0.]]",404.5,17.050679851668725,15.34033786567779,74.4758882522583,1
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 1.  1.  1.  0.]
 [ 1.  1.  1.  0.]]",331.5,13.730015082956259,18.782302664655607,90.0,4
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  0.]]",379.0,15.598944591029024,14.839929639401934,90.0,5
"[[ 0.  1.  0.  0.]
 [ 1.  1.  0.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",394.0,14.274534686971233,18.381979695431472,90.0,6
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]
 [ 0.  0.  1.  0.]
 [ 0.  0.  1.  0.]]",331.5,17.933132227249875,11.81850175967823,90.0,9
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",366.5,18.708503865393357,12.228285584356524,90.0,9
"[[ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]]",340.0,16.269117647058824,14.866666666666665,90.0,7
"[[ 0.  1.  0.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",372.5,14.57986577181208,15.708277404921699,90.0,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",437.5,14.737904761904762,15.525333333333332,90.0,1
"[[ 1.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",369.5,14.045105999097878,14.607577807848443,90.0,5
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",476.5,14.575376005596361,14.880377754459602,90.0,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",494.0,15.322537112010796,15.74527665317139,90.0,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",513.0,15.720922677063028,15.93404808317089,90.0,0
"[[ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  1.]]",327.0,18.035677879714576,15.916921508664627,90.0,3
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",476.0,15.11799719887955,15.731092436974789,90.0,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]]",334.5,15.326856003986048,16.050323866467362,90.0,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",433.0,15.899923017705927,14.71824480369515,90.0,1
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",396.0,15.111952861952862,17.94570707070707,90.0,6
"[[ 0.  1.  1.  1.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",356.5,14.557737260402057,14.028985507246375,90.0,5
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",438.5,15.283162295705054,17.006081337894337,90.0,6
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",525.0,14.84952380952381,15.72126984126984,90.0,0
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]]",325.0,16.285641025641024,14.157435897435896,-87.79740142822266,1
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]]",364.5,16.038866026520346,15.303155006858711,90.0,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",394.0,14.43866328257191,15.535956006768188,-63.43495178222656,4
"[[ 0.  1.  0.  0.]
 [ 0.  1.  0.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",369.0,14.114724480578138,18.955736224028904,90.0,6
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",435.0,15.332183908045977,16.081226053639845,83.15722703933716,1
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",375.0,17.593777777777778,13.228888888888887,90.0,7
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  0.]]",391.0,15.790281329923273,15.128729752770672,90.0,5
"[[ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",322.0,14.246894409937887,16.990683229813666,90.0,2
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]
 [ 1.  1.  1.  0.]
 [ 1.  1.  1.  0.]]",445.0,15.405243445692884,15.937078651685393,-63.43495178222656,4
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]]",356.0,17.471910112359552,13.170880149812733,90.0,7
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",426.5,14.659632669011332,14.92067213755373,90.0,8
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]]",370.5,16.868196131354026,12.65272154745839,90.0,7
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",396.0,14.297558922558922,17.90319865319865,90.0,6
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  1.]]",356.0,17.142322097378276,15.674625468164793,82.56859064102173,3
"[[ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",447.0,15.696868008948545,18.012304250559286,90.0,6
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",519.5,16.196984279756172,14.5832531280077,90.0,0
"[[ 1.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",390.0,15.32948717948718,16.27948717948718,84.80557107925415,2
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",517.5,15.331078904991948,15.859903381642512,90.0,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  0.  0.]]",348.0,13.947318007662833,14.25478927203065,-83.9909896850586,8
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",499.5,15.928595261928594,16.985985985985987,90.0,0
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",380.0,14.357456140350877,15.690350877192982,90.0,1
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",430.0,16.944573643410852,15.616279069767442,90.0,1
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",422.0,15.761453396524486,14.475118483412322,81.86989784240723,9
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",426.5,15.161000390777646,15.565455255959357,90.0,1
"[[ 0.  1.  0.  0.]
 [ 1.  1.  0.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  1.]]",315.5,13.039619651347069,16.870047543581617,90.0,2
"[[ 0.  1.  1.  0.]
 [ 1.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",318.5,13.347985347985347,13.58503401360544,90.0,5
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",369.0,17.153568202348687,14.30713640469738,-58.392494201660156,4
"[[ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",336.5,15.328875681030212,16.889053987122335,-60.2551155090332,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",396.5,16.621689785624213,14.736443883984867,90.0,1
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  0.]]",349.0,16.1189111747851,14.228748806112701,90.0,5
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",471.0,15.641896673743807,14.66631280962491,87.13759469985962,9
"[[ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  1.]]",396.5,17.321984026902058,15.92686002522068,90.0,1
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",406.5,15.359163591635916,15.982779827798279,90.0,1
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",392.0,15.126700680272107,12.81079931972789,90.0,9
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",339.5,14.838978890525281,15.185076092292586,85.60129451751709,1
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]]",365.5,15.148198814409483,15.611947104423162,87.27368903160095,2
"[[ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",335.0,15.885074626865672,17.535820895522388,84.55966806411743,2
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",400.0,16.48708333333333,15.048333333333332,82.40535640716553,3
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 1.  1.  1.  0.]
 [ 0.  0.  1.  0.]]",391.0,16.294543904518328,14.231457800511508,-59.74356460571289,4
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",403.0,16.617866004962778,13.929693961952024,90.0,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  1.]]",351.0,15.568850902184234,15.557454890788222,82.40535640716553,2
"[[ 0.  1.  1.  1.]
 [ 1.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",444.5,16.857142857142858,12.664041994750654,90.0,9
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",360.0,13.943518518518516,16.54537037037037,79.99202060699463,2
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",369.0,16.24390243902439,12.025293586269195,90.0,9
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",337.0,14.037091988130564,15.066765578635016,-84.80557250976562,1
"[[ 0.  1.  1.  1.]
 [ 1.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  0.]]",431.5,17.02626496716879,13.467748165314793,86.6335391998291,9
"[[ 1.  1.  1.  0.]
 [ 1.  1.  0.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  0.  0.]]",298.0,11.749440715883669,13.36744966442953,90.0,5
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",523.5,15.418656478828398,15.943648519579751,90.0,0
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",492.0,15.519647696476964,15.830284552845528,-87.27368927001953,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",471.5,16.929303640862493,17.811240721102862,90.0,6
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  1.]]",438.0,15.971841704718416,14.942161339421611,74.47589111328125,3
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  1.]]",382.5,17.67930283224401,15.782570806100217,87.3974380493164,2
"[[ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",378.0,17.681657848324512,16.308201058201057,90.0,2
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",410.5,16.822980105562323,17.944782785221275,90.0,6
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]]",317.5,14.432020997375327,17.759055118110236,90.0,2
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",425.5,15.341558950254601,15.43517430473952,90.0,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",495.0,15.056902356902356,15.682828282828282,86.8201699256897,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",355.5,16.012189404594466,18.401781528363806,90.0,6
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",433.0,15.694765204003078,15.110084680523478,90.0,9
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  1.]
 [ 1.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",586.5,15.361750497300369,15.26030122193805,90.0,0
"[[ 0.  1.  1.  1.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]]",364.0,16.472069597069595,13.74679487179487,-86.633544921875,7
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",416.5,15.748699479791917,14.53501400560224,90.0,9
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",362.0,14.352209944751381,14.465930018416204,-79.2156982421875,5
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",343.5,16.704997573993204,18.45317806889859,90.0,6
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  1.]
 [ 1.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",403.5,15.56670797191243,15.269310202395703,-57.52880859375,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",340.5,16.958394517865884,14.96769456681351,86.63353943824768,3
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]]",496.0,15.360887096774194,15.26108870967742,-84.5596694946289,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",371.5,16.359802602063706,13.865410497981157,90.0,3
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]]",392.5,17.121868365180465,13.129936305732484,90.0,9
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",462.0,15.067099567099566,16.426767676767675,90.0,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",412.0,16.86084142394822,15.21116504854369,84.55966806411743,3
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",324.5,16.035952747817152,14.457113507960965,90.0,5
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",434.5,15.77253548139624,14.85308784042961,-77.19573211669922,8
"[[ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  1.]]",423.0,16.05713159968479,15.058707643814026,84.80557107925415,3
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  0.  1.]
 [ 0.  1.  1.  0.]]",321.5,16.6215655780197,15.131674442716433,90.0,5
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 1.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",390.5,15.574050362782756,16.428937259923174,-57.2647705078125,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",348.0,16.424329501915707,17.86973180076628,77.19573402404785,6
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  0.  1.]
 [ 0.  1.  1.  1.]]",352.5,18.56548463356974,15.688416075650116,87.51044726371765,9
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",536.5,15.718546132339236,15.24821373097235,90.0,8
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]]",336.0,15.106646825396824,14.422619047619047,90.0,1
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",339.0,13.992625368731563,14.303343166175024,-87.27368927001953,5
"[[ 0.  1.  1.  1.]
 [ 1.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",449.0,16.775055679287306,13.278396436525613,90.0,9
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 1.  1.  1.  1.]
 [ 0.  0.  1.  0.]]",373.5,16.177153056671127,15.651494868362338,-47.72631072998047,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 1.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",539.5,15.64565956132221,16.074142724745133,90.0,0
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 1.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",519.5,15.229387231312158,16.105871029836383,90.0,0
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",317.5,15.342257217847767,15.399475065616796,90.0,5
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",355.0,16.65164319248826,13.0075117370892,90.0,5
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]]",389.0,16.69408740359897,12.889460154241645,90.0,4
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",355.0,15.325821596244129,13.501877934272299,90.0,5
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",390.0,14.28974358974359,14.73034188034188,90.0,5
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",442.0,14.641402714932127,16.474358974358974,-63.43495178222656,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",370.5,16.925775978407557,14.327485380116958,86.42366552352905,9
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",497.5,15.544388609715242,14.857956448911223,90.0,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]]",353.0,15.412653446647779,14.469310670443813,90.0,7
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]]",350.0,14.852857142857143,14.537619047619046,90.0,7
"[[ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]]",383.5,13.944806605823555,16.32290308561495,84.55966758728027,2
"[[ 0.  1.  1.  1.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",409.0,14.451100244498777,14.563977180114097,90.0,5
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",371.0,15.358939802336026,18.194519317160825,90.0,6
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",371.5,17.123822341857334,18.87348586810229,90.0,6
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",473.0,16.431289640591967,15.488372093023257,84.55966806411743,8
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  1.]
 [ 1.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",569.0,15.048330404217927,15.819273579379027,90.0,0
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  1.]]",376.0,17.045212765957448,14.165336879432623,90.0,9
