blob_amount_contours,blob_angle,blob_area,blob_centroid_x,blob_centroid_y,blob_width,centroid_bottom_is_empty,centroid_is_empty,centroid_top_is_empty,grid_2_0,grid_2_1,grid_2_2,grid_2_3,grid_2_4,grid_2_5,grid_2_6,grid_2_7,grid_3_0,grid_3_1,grid_3_2,grid_3_3,grid_3_4,grid_3_5,grid_3_6,grid_3_7,grid_4_0,grid_4_1,grid_4_2,grid_4_3,grid_4_4,grid_4_5,grid_4_6,grid_4_7,grid_5_0,grid_5_1,grid_5_2,grid_5_3,grid_5_4,grid_5_5,grid_5_6,grid_5_7,number_of_holes,label
51,62.2414608002,269.5,18.2721088435,14.6456400742,24,0,0,0,0,9,16,4,0,0,0,0,7,16,12,1,0,0,4,4,16,16,13,7,2,3,14,16,8,11,16,16,16,16,16,11,0,1
33,90.0,366.0,14.4262295082,15.016848816,17,0,0,0,10,14,16,16,15,14,14,8,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,11,6,13,8,5,7,8,7,0,0,1
39,82.2348337173,305.5,16.1462084015,15.5951991271,19,0,0,0,0,0,4,15,16,0,0,0,13,16,16,16,16,8,11,14,16,16,16,16,16,16,16,14,4,8,8,10,13,14,16,7,0,1
35,90.0,300.5,16.3139212424,15.7526344981,15,0,0,0,1,6,8,7,2,1,8,1,10,16,16,16,16,16,16,6,12,16,16,16,16,16,16,10,1,8,12,12,8,10,15,10,0,1
48,-80.134185791,345.0,14.761352657,15.1884057971,22,0,0,0,6,1,5,12,16,16,16,13,16,10,14,16,16,16,16,16,16,16,16,16,14,11,8,12,8,16,16,12,4,0,0,6,0,1
34,-74.9315109253,228.5,12.9649890591,14.2516411379,16,0,0,0,4,6,13,16,16,16,13,5,16,16,16,16,16,16,16,16,14,16,9,5,1,1,3,0,3,5,0,0,0,0,0,0,0,1
45,-86.6335449219,226.0,18.7610619469,16.8185840708,20,0,0,0,0,0,0,0,0,6,16,4,0,0,0,0,8,16,8,0,1,2,8,15,16,13,4,2,16,16,16,16,16,16,16,16,0,1
46,87.6140561104,302.0,16.662803532,16.4784768212,20,0,0,0,0,0,0,6,13,11,0,0,9,10,12,16,16,15,12,10,16,16,16,16,16,16,16,16,5,14,13,8,4,12,15,16,0,1
41,-63.4349517822,295.5,18.0107163001,15.8702763677,20,0,0,0,0,0,0,0,5,15,8,0,0,2,5,12,16,14,2,0,13,16,16,16,16,15,13,13,16,16,16,16,16,16,16,12,0,1
28,90.0,358.0,15.8016759777,15.2122905028,16,0,0,0,2,11,13,12,12,12,8,4,12,16,16,16,16,16,16,12,16,16,16,16,16,16,16,8,4,16,15,12,12,13,15,3,0,1
35,-83.6598129272,228.5,15.1159737418,13.8643326039,17,0,0,0,0,5,14,12,0,0,0,0,10,16,16,12,8,11,12,10,12,16,16,16,16,16,12,13,2,4,4,6,4,3,0,0,0,1
41,82.4053564072,247.0,16.310391363,15.45951417,18,0,0,0,0,0,7,16,7,0,0,0,10,13,15,16,4,0,6,11,13,16,16,16,16,12,15,16,0,7,5,5,10,16,16,10,0,1
55,90.0,221.0,15.9901960784,17.4819004525,21,0,0,1,7,16,6,0,0,4,16,14,12,10,0,0,6,14,14,16,16,10,4,9,14,6,8,16,4,9,12,7,1,0,11,16,0,2
48,63.4349498749,275.0,13.9115151515,17.14,25,0,0,0,16,16,9,1,0,2,14,14,11,16,8,12,14,16,16,16,1,8,11,9,8,8,16,16,0,0,0,0,0,0,16,14,0,2
46,84.2894067764,294.0,16.1354875283,16.9160997732,25,0,0,0,11,16,12,0,0,3,11,12,16,16,7,6,12,16,16,14,14,16,16,16,15,8,16,10,0,3,4,0,0,0,16,16,0,2
45,90.0,267.0,14.3139825218,15.6566791511,20,0,0,0,12,16,0,1,13,16,16,12,16,16,8,15,15,7,10,16,14,16,16,12,2,0,8,16,3,12,7,0,0,0,8,16,0,2
44,87.3974378109,253.0,14.0072463768,18.2516469038,22,0,0,1,16,10,3,0,4,13,16,16,16,7,4,12,16,16,16,16,4,13,12,12,6,0,16,16,0,0,0,0,0,0,16,16,0,2
45,83.6598086357,245.0,14.8340136054,16.462585034,20,0,0,0,12,16,11,2,0,3,14,10,16,16,1,0,9,16,16,16,6,16,15,14,13,5,13,16,0,3,4,4,0,0,12,16,0,2
47,90.0,269.5,15.0265924552,15.9245516388,23,0,1,1,16,16,16,5,0,0,16,14,16,9,0,1,0,5,16,16,14,15,8,8,12,16,16,16,1,8,12,13,10,7,2,16,0,2
34,83.6598081589,277.5,14.3123123123,16.5975975976,21,0,0,1,14,14,12,12,0,1,13,11,12,12,4,14,8,14,16,16,1,10,12,12,12,9,16,16,0,0,0,0,0,0,16,16,1,2
48,87.3974378109,266.5,17.7479674797,15.9643527205,24,0,1,0,10,15,14,0,0,0,8,11,16,15,3,0,0,0,15,16,16,9,0,0,5,12,16,16,11,16,16,16,16,14,7,16,0,2
50,84.8055710793,231.0,16.582972583,16.562049062,22,0,1,1,11,16,10,0,0,0,6,12,16,10,0,0,1,10,16,14,10,11,2,6,11,16,16,8,0,11,16,15,9,1,13,8,0,2
39,84.5596675873,268.5,14.0620732464,17.5611421477,24,0,0,0,14,16,16,1,2,7,15,16,14,16,16,13,16,16,16,16,0,2,8,8,5,6,16,16,0,0,0,0,0,0,12,16,0,2
55,90.0,200.0,14.2816666667,18.4833333333,20,1,0,0,16,7,0,0,3,13,16,14,10,10,2,10,15,8,10,16,5,16,14,6,1,0,12,16,0,0,0,0,0,0,15,8,0,2
47,90.0,276.5,17.7251356239,16.648583484,20,0,0,0,6,9,0,0,0,1,11,7,16,16,6,0,0,9,16,16,16,16,4,6,13,16,16,16,6,15,16,16,15,9,14,16,0,2
49,83.9909939766,263.0,14.9366286439,17.1527249683,20,0,0,0,14,16,11,2,0,8,16,14,16,16,1,2,9,16,16,16,5,16,13,15,12,5,16,16,0,3,4,2,0,1,16,16,0,2
46,84.5596680641,225.0,15.077037037,17.3837037037,23,0,0,1,14,14,3,0,0,2,16,14,16,9,0,0,5,13,16,16,10,13,12,12,16,10,10,16,0,2,4,4,0,0,10,16,0,2
76,84.8055706024,203.0,15.078817734,13.6625615764,22,0,1,1,4,16,8,6,0,4,10,3,14,9,0,1,11,16,9,16,16,7,6,14,9,1,0,16,14,16,13,5,0,0,0,16,0,2
41,87.3974380493,250.5,12.7611443779,16.5961410512,23,0,0,0,16,16,13,1,6,15,16,16,14,16,16,16,15,10,14,16,1,8,7,3,0,0,10,16,0,0,0,0,0,0,6,16,0,2
38,87.1375946999,277.5,12.9471471471,17.5735735736,22,0,0,0,16,16,16,5,10,15,16,16,13,16,16,16,14,13,16,16,0,2,4,2,0,0,16,16,0,0,0,0,0,0,16,16,0,2
46,84.8055710793,273.5,15.4728823888,16.816575259,25,0,0,1,16,15,12,3,0,0,7,16,16,10,0,3,6,11,16,16,11,16,16,16,16,14,15,16,0,0,5,5,1,0,12,16,0,2
46,-85.2363510132,274.5,16.2446873103,15.7577413479,20,0,0,0,12,15,0,0,0,8,16,8,16,13,0,0,8,16,16,8,16,13,4,10,16,12,16,14,11,16,16,15,6,0,10,14,0,2
39,67.3801345825,265.0,14.3905660377,17.0855345912,23,0,0,0,11,16,13,7,1,0,9,10,16,16,8,4,7,15,16,16,2,8,12,14,12,13,16,16,0,0,0,0,0,1,16,16,0,2
40,90.0,270.5,13.1749845964,17.6771410967,22,0,0,0,16,16,4,2,7,15,16,16,13,16,16,16,16,12,16,16,0,5,8,8,4,0,16,10,0,0,0,0,0,0,16,8,0,2
45,90.0,260.5,15.040946897,17.7530390275,22,0,0,0,16,12,0,0,1,13,16,16,16,11,2,3,15,16,16,16,11,16,16,16,10,1,12,16,0,3,5,2,0,0,12,16,0,2
49,82.4053554535,204.0,13.1821895425,17.283496732,22,0,0,0,16,16,4,2,0,2,11,16,10,15,14,12,12,16,16,16,0,0,3,4,4,0,6,16,0,0,0,0,0,0,7,16,0,2
42,90.0,249.0,15.4779116466,17.8795180723,22,0,0,1,16,14,2,0,0,0,11,16,14,12,4,0,5,11,16,16,2,14,16,16,16,16,16,16,0,0,0,4,2,0,13,16,0,2
47,79.6951532364,292.0,15.8932648402,16.247716895,24,0,0,1,14,15,7,1,0,1,11,14,16,9,0,0,4,13,16,16,14,15,8,8,16,16,16,16,2,12,16,16,8,1,12,16,0,2
49,90.0,193.5,16.2308354866,13.5900086133,19,0,1,0,11,15,3,0,0,5,12,8,16,5,0,0,8,15,8,16,16,6,2,11,14,3,0,16,12,16,16,13,1,0,0,12,0,2
60,87.3974380493,212.0,13.9591194969,17.6941823899,21,1,0,0,16,15,6,0,0,9,16,16,10,13,1,5,12,14,15,16,1,10,12,12,6,0,14,14,0,0,0,0,0,0,16,5,0,2
55,66.0375080109,235.5,13.8110403397,16.703467799,22,1,0,0,14,16,10,3,2,11,16,14,14,16,8,10,15,10,14,16,1,10,12,7,2,1,14,13,0,0,0,0,0,6,16,3,0,2
45,87.2736890316,234.5,14.2508884151,16.2395167022,23,0,1,0,16,14,9,0,0,0,8,16,16,14,3,0,5,10,16,16,3,12,16,16,16,12,13,16,0,0,2,4,0,0,4,16,0,2
49,83.9909939766,203.0,14.3390804598,16.4704433498,20,0,1,1,13,15,13,10,0,0,11,13,14,13,0,0,2,9,16,16,2,13,14,13,14,9,10,16,0,0,2,3,0,0,4,16,0,2
42,90.0,244.5,16.9202453988,16.8500340832,20,0,0,0,6,12,10,0,0,2,11,7,16,16,3,0,0,7,16,8,11,16,12,14,16,16,16,4,0,5,9,8,7,4,15,10,0,2
44,87.2736890316,263.5,15.1998734978,15.752055661,19,0,0,0,14,16,3,0,3,11,13,14,16,12,1,12,16,16,16,16,16,16,16,14,8,0,12,16,10,11,8,2,0,0,12,16,0,2
43,79.3803453445,204.0,15.0065359477,17.9166666667,20,0,0,1,7,15,6,2,0,0,10,9,14,14,5,4,8,13,16,16,2,8,12,10,8,4,16,16,0,0,0,0,0,0,16,16,0,2
48,84.5596680641,215.0,15.8031007752,17.6759689922,23,0,0,0,11,16,6,0,0,0,11,6,13,16,4,4,5,15,16,10,1,9,13,14,13,10,16,7,0,0,0,0,0,3,16,4,0,2
44,81.4692344666,216.5,15.3972286374,16.3587374904,18,0,1,0,5,15,11,1,0,3,8,8,16,16,0,0,5,15,16,16,14,16,12,13,11,5,16,16,0,4,7,0,0,0,15,14,0,2
47,86.4236655235,277.0,15.3519855596,15.9097472924,20,0,1,0,9,16,16,15,1,0,11,13,16,16,4,4,0,3,16,16,10,16,6,4,7,15,16,16,0,5,15,16,15,7,10,16,0,2
58,90.0,237.0,16.6561181435,16.1315049226,20,0,0,0,2,11,1,0,0,8,16,3,14,12,1,0,4,16,16,8,16,11,1,8,15,9,14,12,11,16,16,14,5,0,9,16,0,2
47,81.4692344666,269.0,13.385377943,17.1096654275,24,0,0,0,16,16,10,1,1,12,16,16,14,16,11,10,15,16,16,16,0,6,10,12,6,0,12,16,0,0,0,0,0,0,12,16,0,2
68,71.5650501251,216.0,15.4567901235,15.2229938272,22,1,0,1,4,16,13,1,0,10,11,4,16,10,1,6,15,12,10,16,14,16,16,14,7,0,4,16,2,9,7,1,0,0,8,11,0,2
41,90.0,244.0,14.387295082,16.2793715847,23,0,0,1,16,14,5,0,1,11,16,16,16,5,0,3,13,15,10,16,13,15,13,16,13,2,4,16,1,6,8,7,0,0,4,16,0,2
44,90.0,259.0,17.0868725869,16.1537966538,22,0,1,0,11,13,6,0,0,0,9,11,16,16,16,1,0,0,9,16,13,16,16,6,7,10,15,16,0,6,10,14,16,16,13,16,0,2
46,68.9624900818,255.5,12.7058056099,16.5114155251,22,0,0,0,14,16,16,5,6,14,16,16,16,16,16,16,15,10,14,16,2,4,4,4,1,0,11,16,0,0,0,0,0,0,9,16,0,2
46,90.0,270.5,12.8484288355,15.4442390635,20,0,0,1,14,15,12,15,6,13,16,16,16,14,8,14,16,12,12,16,8,12,12,10,3,0,7,12,0,0,0,0,0,0,5,12,1,2
47,84.8055706024,277.0,13.6642599278,16.1973525872,22,0,0,0,16,16,10,0,5,13,16,16,16,16,14,14,16,13,15,16,10,13,12,8,4,0,12,16,0,0,0,0,0,1,15,9,0,2
36,90.0,288.0,16.0729166667,16.7222222222,22,0,0,0,14,16,11,1,0,0,12,16,16,16,10,1,3,10,16,16,8,16,13,16,16,16,16,16,0,2,8,8,8,2,9,16,0,2
47,87.709389925,231.0,15.7272727273,17.088023088,23,0,1,1,16,16,4,0,0,0,10,16,16,10,0,0,3,9,16,16,3,14,16,16,16,14,10,16,0,2,6,8,2,0,6,16,0,2
64,78.6900672913,337.5,16.4202469136,16.0977777778,24,0,0,0,5,15,16,13,0,2,10,9,12,16,5,0,5,14,16,16,16,16,9,12,16,16,16,16,8,16,15,14,9,7,16,10,0,2
52,83.6598081589,264.5,15.224952741,15.8197857593,20,0,0,0,11,16,10,0,0,5,14,13,16,13,0,4,10,16,16,16,16,15,14,16,14,5,13,16,2,11,10,4,0,0,12,14,0,2
57,81.8698978424,256.0,16.056640625,15.353515625,22,0,0,0,6,16,5,0,0,1,8,4,16,14,0,1,7,16,16,16,16,15,8,12,15,10,14,16,4,15,13,11,1,0,13,10,0,2
47,90.0,223.0,12.4970104634,16.4715994021,22,0,0,0,14,16,1,9,16,16,16,16,16,16,16,15,8,1,4,16,5,8,7,1,0,0,4,16,0,0,0,0,0,0,4,16,0,2
41,90.0,283.5,13.8771310994,17.2439741329,21,0,0,0,14,16,11,0,3,13,16,16,16,16,8,12,16,16,16,16,10,14,15,9,6,1,16,16,0,0,0,0,0,0,16,16,0,2
45,83.9909944534,203.5,14.3243243243,15.9721539722,18,0,0,0,10,16,8,0,0,6,12,10,16,13,4,8,13,16,16,16,11,16,14,10,6,0,12,12,0,0,0,0,0,0,8,8,0,2
56,84.8055710793,225.0,15.9281481481,16.0244444444,22,0,1,0,16,11,3,0,0,0,11,8,16,8,0,0,1,9,16,8,14,14,6,5,14,13,15,10,1,8,14,11,3,0,12,16,0,2
57,82.2348337173,271.5,15.7532228361,15.6445672192,26,0,1,0,16,15,6,0,0,1,12,16,16,8,0,0,2,12,16,16,16,14,8,12,16,13,10,16,3,14,15,13,6,0,4,16,0,2
44,90.0,290.0,14.3017241379,17.3287356322,23,0,0,0,16,16,15,5,0,2,16,14,11,16,14,8,10,16,16,16,1,9,12,16,13,12,16,16,0,0,0,0,0,0,12,16,0,2
48,79.3803453445,284.0,14.8738262911,16.691314554,23,0,0,0,12,16,9,5,0,3,13,14,16,16,4,1,11,16,16,16,8,16,16,16,13,14,16,13,0,0,0,2,0,8,16,2,0,2
50,87.27368927,257.5,15.0258899676,16.9236245955,22,0,0,1,16,16,7,0,0,2,15,16,16,10,0,2,8,16,16,16,11,16,16,16,14,8,12,16,0,2,6,4,0,0,8,16,0,2
43,83.6598081589,275.0,15.6157575758,15.3339393939,19,0,0,0,8,16,6,0,1,7,10,8,16,16,7,9,14,16,16,16,16,16,16,15,8,7,16,16,10,12,7,2,0,4,16,8,0,2
50,84.2894067764,208.5,15.1486810552,17.9440447642,22,1,0,0,11,16,16,0,0,3,11,10,14,13,4,7,11,16,16,16,2,7,10,8,5,1,9,16,0,0,0,0,0,0,15,8,0,2
50,81.0273733139,236.5,16.9041578576,16.8188865398,24,0,1,1,10,16,9,4,0,0,5,10,16,9,0,0,0,0,12,16,8,15,7,4,4,10,16,16,0,6,13,16,15,11,12,16,0,2
55,83.2901630402,222.0,14.3911411411,17.524024024,23,0,0,0,14,16,8,0,0,1,15,14,9,16,0,4,9,15,16,16,0,9,16,14,9,3,11,16,0,0,0,0,0,0,10,16,0,2
49,87.27368927,252.5,16.3069306931,17.2514851485,21,0,1,0,7,12,14,10,0,0,8,12,16,16,12,7,0,2,16,16,3,14,14,12,14,16,16,8,0,0,2,6,5,7,16,8,0,2
44,81.8698968887,195.5,15.358056266,15.7553282182,20,1,0,0,8,8,0,0,6,12,11,8,16,8,0,12,15,5,10,16,16,14,15,11,1,0,8,16,6,9,5,0,0,0,8,16,0,2
37,83.6598081589,257.5,14.6472491909,16.7721682848,20,0,0,0,11,16,5,0,0,6,16,13,16,13,6,10,14,16,16,16,13,16,15,12,9,8,16,16,0,1,2,0,0,0,12,16,0,2
42,90.0,243.5,14.7638603696,17.3805612594,22,0,0,1,16,14,8,0,0,5,13,16,16,10,5,5,14,16,16,16,7,16,16,16,9,2,12,16,0,0,0,0,0,0,9,16,0,2
46,85.0302591324,238.5,14.2536687631,15.0083857442,22,0,0,0,16,14,2,0,1,11,16,16,16,12,0,4,15,14,10,16,14,15,12,16,10,1,1,16,1,8,12,6,0,0,0,16,0,2
44,86.6335391998,206.0,13.8284789644,17.8139158576,21,0,1,0,14,14,5,2,0,6,16,16,11,14,8,8,11,14,15,10,1,6,8,6,4,0,12,8,0,0,0,0,0,1,15,10,0,2
47,74.9315109253,236.0,14.6334745763,15.9074858757,24,0,0,1,7,15,8,3,0,3,10,4,16,5,4,5,13,16,16,16,13,16,16,16,13,10,7,16,1,4,3,0,0,0,4,16,0,2
49,90.0,226.0,14.6806784661,17.6983775811,21,0,0,1,14,16,3,0,0,11,16,8,16,9,0,0,7,16,16,14,8,15,12,14,15,7,12,16,0,2,4,4,1,0,6,16,0,2
52,-83.9909896851,253.5,16.9276791584,16.6009204471,21,0,1,0,4,8,8,2,0,7,15,1,16,16,13,5,0,10,16,4,10,16,10,9,14,16,16,4,0,7,12,12,8,5,16,7,0,2
57,87.5104470253,214.0,17.8644859813,16.5482866044,21,0,1,0,8,13,0,0,0,0,5,6,16,13,1,0,0,4,14,12,16,10,0,2,7,15,16,7,5,11,16,16,15,9,16,4,0,2
48,90.0,247.0,16.1518218623,17.4318488529,20,0,0,0,9,10,6,0,0,1,13,9,16,16,13,0,7,14,16,16,8,16,16,16,13,9,16,14,0,0,4,3,0,0,16,8,0,2
60,86.8201699257,215.5,15.0355761794,17.1082753287,22,0,1,1,14,12,4,6,0,0,12,16,16,9,0,0,1,11,16,16,5,15,8,0,8,10,14,16,0,4,12,13,3,0,8,16,0,2
41,87.3974378109,272.5,15.077675841,16.6660550459,22,0,0,1,16,15,3,0,0,7,15,16,16,9,1,5,13,16,16,16,16,16,16,16,13,4,13,16,2,8,6,3,0,0,12,16,0,2
45,84.8055706024,235.5,13.9688605803,17.6093418259,22,0,0,0,14,16,12,2,0,2,13,16,10,16,14,12,14,16,16,16,0,0,6,8,4,1,9,16,0,0,0,0,0,0,15,16,0,2
40,81.0273733139,305.5,13.63066012,15.0867430442,22,0,0,0,14,16,13,10,1,8,14,16,16,16,10,12,16,16,16,16,13,16,16,15,9,3,8,16,0,0,1,0,0,0,9,14,0,2
40,90.0,299.0,13.8946488294,16.5289855072,19,0,0,0,14,16,16,4,0,13,16,14,16,16,16,13,14,16,16,16,7,15,16,13,10,1,16,16,0,0,0,0,0,2,16,16,0,2
48,80.5376777649,256.5,17.1065627031,17.0064977258,23,0,0,0,6,15,16,5,0,0,4,6,16,16,5,4,0,3,15,16,11,16,5,6,15,16,16,16,0,6,11,13,7,2,12,16,0,2
60,84.2894067764,249.5,14.702738811,15.7755511022,22,0,0,1,6,16,8,0,2,13,16,11,16,10,1,6,15,14,14,16,14,14,14,15,10,0,4,16,4,12,9,3,0,0,6,16,0,2
43,90.0,214.0,16.1736760125,17.6690031153,22,0,0,1,14,13,0,0,0,0,5,15,16,13,4,1,5,9,16,16,2,12,16,16,16,12,12,16,0,0,3,6,0,0,8,16,0,2
47,86.6335394382,221.5,14.4612490594,17.5914221219,20,0,0,0,11,16,9,5,0,1,15,10,16,16,7,6,9,14,16,8,0,6,8,12,8,8,16,16,0,0,0,0,0,0,16,16,0,2
49,90.0,236.0,14.5642655367,17.2888418079,23,0,0,1,12,12,0,0,1,15,16,10,16,10,0,1,11,16,16,16,16,14,12,15,11,2,9,16,2,8,8,3,0,0,3,16,0,2
47,85.2363591194,262.5,14.7676190476,17.2571428571,24,0,0,0,16,16,6,0,0,5,16,16,16,13,4,4,11,16,16,16,6,14,16,16,13,7,10,16,0,0,0,1,0,0,11,16,0,2
42,90.0,281.0,16.1909845789,15.9762752076,20,0,1,0,16,14,1,0,0,1,14,16,16,12,0,0,0,11,16,16,10,16,9,8,12,16,16,16,1,15,16,16,14,4,8,12,0,2
48,87.2736890316,276.5,13.9174201326,16.675708258,22,0,0,0,16,15,7,0,1,10,16,16,16,13,4,9,16,16,16,16,14,16,16,12,6,0,12,16,0,2,0,0,0,0,14,12,0,2
48,65.3764381409,218.5,13.6765827613,17.9549961861,22,0,0,0,14,14,8,3,4,6,16,12,11,15,10,10,16,12,15,16,0,2,6,5,2,0,12,16,0,0,0,0,0,0,12,16,0,2
45,86.9872126579,226.0,13.7824483776,16.5095870206,21,0,0,1,16,14,12,5,0,5,13,16,14,12,8,8,15,14,15,16,2,14,15,12,1,0,10,16,0,0,0,0,0,0,8,16,0,2
39,84.8055710793,226.0,16.8716814159,18.4336283186,22,0,0,0,9,16,10,0,0,0,6,6,14,16,4,0,0,4,16,16,1,11,15,12,15,16,16,16,0,0,1,4,4,4,16,16,0,2
45,84.559668541,297.5,16.718767507,17.087394958,24,0,0,0,10,15,16,10,0,0,9,10,16,16,10,5,0,3,16,16,11,16,13,12,16,16,16,16,0,3,8,9,8,8,16,16,0,2
36,90.0,273.0,14.8595848596,18.0860805861,22,0,0,0,16,16,13,0,0,5,16,16,11,16,14,4,9,16,16,16,1,8,12,16,12,8,16,16,0,0,0,0,0,0,16,16,0,2
42,90.0,276.0,16.2481884058,17.3055555556,22,0,0,0,11,14,2,0,0,2,13,13,16,16,7,4,11,16,16,16,14,16,16,16,14,9,16,16,0,4,5,3,0,0,16,16,0,2
39,83.6598081589,279.0,14.4056152927,16.752688172,22,0,0,0,14,16,14,0,0,5,16,8,16,16,14,8,10,16,16,8,2,8,14,16,13,13,16,8,0,0,0,0,0,0,16,16,0,2
39,84.2894062996,264.5,15.7624448645,15.9376181474,24,0,1,1,16,15,5,0,0,0,7,16,16,8,0,0,1,9,16,16,11,15,12,13,16,16,16,16,1,9,12,15,8,5,4,16,0,2
58,68.1985931396,234.0,13.8717948718,16.1531339031,22,0,0,0,10,16,13,8,1,2,9,8,16,16,10,12,14,16,16,16,1,10,12,9,6,2,12,16,0,0,0,0,0,0,15,5,0,2
42,90.0,256.5,15.7102014295,16.1994801819,23,0,1,0,16,16,9,0,0,0,16,12,16,16,16,3,0,1,16,16,4,15,16,13,13,14,16,16,0,2,8,10,8,5,6,16,0,2
52,84.2894067764,263.5,14.0588235294,16.1600253004,23,0,0,0,16,16,9,0,0,5,16,14,16,13,5,8,14,16,16,16,10,16,16,14,10,6,12,16,0,3,2,0,0,0,6,16,0,2
50,86.1859254837,317.0,15.0257623554,17.4143007361,23,0,0,0,11,16,13,8,2,12,16,11,16,16,10,10,16,16,16,16,9,14,16,16,10,8,16,16,0,2,2,1,0,2,16,16,0,2
47,90.0,285.0,15.9619883041,16.3450292398,21,0,1,0,10,16,16,4,0,7,16,6,16,16,3,0,3,14,16,4,14,16,12,16,16,16,16,6,1,7,8,4,1,7,16,10,0,2
42,86.8201699257,200.0,14.24,17.8775,21,0,1,0,14,15,8,4,0,0,13,16,13,14,4,0,4,9,16,16,1,8,8,12,10,8,14,16,0,0,0,0,0,0,8,16,0,2
60,90.0,209.0,14.6578947368,16.1188197767,19,0,0,0,0,10,13,2,1,13,16,4,8,14,0,3,15,9,14,7,16,15,12,12,3,0,12,10,8,13,6,1,0,0,8,16,0,2
52,68.198589325,272.5,16.0862385321,16.6544342508,25,0,1,0,3,15,16,12,1,0,1,2,14,13,1,0,0,7,16,14,12,15,12,12,15,16,16,14,0,3,5,8,8,7,16,8,0,2
38,72.2553272247,267.5,13.5171339564,15.6112149533,22,0,0,0,8,16,16,5,5,9,12,7,16,16,16,16,16,14,15,16,9,12,11,7,3,0,12,16,0,0,0,0,0,0,8,16,0,2
37,83.6598086357,204.5,14.0880195599,17.054604727,22,0,0,0,13,16,7,2,0,0,9,14,16,16,8,8,10,14,16,16,4,4,8,8,5,4,11,16,0,0,0,0,0,0,8,16,0,2
45,83.9909939766,257.5,14.274433657,16.3009708738,25,0,0,0,16,16,12,5,0,1,7,16,16,16,8,9,11,15,16,16,2,12,15,12,12,8,12,16,0,0,0,0,0,0,7,16,0,2
47,87.3974380493,249.5,15.0454241817,16.6065464262,24,0,1,0,16,15,3,0,0,1,13,16,16,8,0,0,5,14,16,16,13,16,16,13,15,11,12,16,0,5,4,7,2,0,8,16,0,2
40,87.1375949383,229.5,14.9484386347,17.8729121278,21,0,1,1,16,12,9,0,0,0,13,16,16,11,0,0,2,14,16,16,5,11,13,12,15,12,15,16,0,0,2,4,1,0,12,16,0,2
44,83.9909939766,269.0,15.8996282528,16.5972738538,24,0,1,0,14,16,16,11,0,0,6,13,16,16,2,0,0,4,15,16,7,14,16,16,16,16,16,16,0,1,8,5,7,3,8,16,0,2
47,71.5650501251,221.5,15.5154251317,17.6042136945,23,0,1,0,2,13,14,8,0,1,7,2,16,16,4,0,0,7,16,16,3,12,12,12,16,16,16,16,0,0,0,0,0,0,16,16,0,2
49,73.610458374,342.0,16.3343079922,16.3323586745,25,0,1,0,7,16,16,14,0,2,12,8,16,14,3,0,0,9,16,16,16,15,8,8,15,16,16,14,0,10,16,16,15,14,16,8,0,2
53,78.231710434,214.5,14.6891996892,15.3644133644,20,0,0,0,5,15,4,0,6,9,10,4,16,13,6,14,16,13,15,16,16,16,16,10,2,0,8,16,2,4,2,0,0,0,4,16,0,2
41,66.2505054474,229.0,15.96069869,17.3639010189,21,0,0,0,5,12,5,0,0,1,7,6,16,16,13,4,9,16,16,16,3,11,16,16,16,9,13,16,0,0,1,4,1,0,8,16,0,2
48,82.568590641,234.5,16.6766169154,15.8606965174,22,0,1,1,11,16,16,8,0,0,4,12,16,9,0,0,0,1,12,16,14,12,0,4,6,12,16,8,2,12,16,16,13,10,12,10,0,2
48,90.0,207.5,14.1196787149,14.983935743,18,0,0,0,11,16,8,0,0,11,16,11,16,16,4,7,14,11,10,16,7,16,16,14,9,0,2,16,0,4,4,1,0,0,5,11,0,2
44,87.5104472637,281.5,15.5139135583,17.0562462996,23,0,0,0,14,16,9,0,0,4,14,16,16,12,0,0,9,16,16,16,11,16,12,16,14,10,14,16,0,6,8,9,1,0,12,16,0,2
50,90.0,217.0,14.346390169,17.6059907834,21,0,1,0,14,14,8,1,0,4,16,14,11,13,3,0,5,15,16,10,2,12,16,15,12,8,15,8,0,0,0,0,0,0,10,14,0,2
43,90.0,262.5,14.1225396825,16.5282539683,20,0,0,0,16,15,0,0,6,11,16,16,16,14,10,13,16,14,15,16,11,16,16,13,4,0,13,14,0,4,2,0,0,0,16,6,0,2
47,80.1341934204,267.0,14.8014981273,14.9344569288,22,0,0,0,7,16,12,3,4,11,12,6,16,13,1,9,16,13,14,16,16,16,16,16,7,0,8,16,6,11,9,2,0,0,8,16,0,2
46,78.6900672913,248.5,15.8464118042,16.7974513749,22,0,1,0,10,16,6,0,0,0,10,10,16,12,0,0,1,10,16,16,13,15,8,8,14,16,16,16,1,4,7,10,6,4,16,12,0,2
33,90.0,206.0,14.3511326861,16.7184466019,23,0,0,1,16,15,3,0,0,1,13,16,16,10,4,4,9,16,16,16,7,14,16,15,10,5,7,16,0,0,0,0,0,0,2,16,0,2
47,78.6900672913,237.0,15.9226441632,15.452883263,24,0,1,1,7,16,16,6,0,0,4,8,16,9,0,0,0,8,16,16,14,11,6,8,15,15,10,16,2,11,16,11,7,0,4,16,0,2
45,90.0,267.5,15.1570093458,16.0,22,0,0,1,10,15,11,0,5,16,16,9,16,13,2,4,15,13,12,16,16,12,13,16,10,0,4,16,9,12,12,8,0,0,4,16,0,2
